network,n_train,seed,p_h_fit,method,kl_test,latent_recov,n_confounded,fit_time_sec
confounder-8x3,4000,6,0,latent_random,0.010511614938593539,nan,16,2.7297286987304688
confounder-8x3,4000,6,0,latent_warmstart,0.010511614938593539,nan,16,2.718512535095215
confounder-8x3,4000,6,1,latent_random,0.01045209818096815,nan,16,2.7665605545043945
confounder-8x3,4000,6,1,latent_warmstart,0.01060057259652325,nan,16,2.671074151992798
confounder-8x3,4000,6,2,latent_random,0.012230705366883754,nan,16,2.656651258468628
confounder-8x3,4000,6,2,latent_warmstart,0.011381261180902769,nan,16,2.686492919921875
confounder-8x3,4000,6,3,latent_random,0.00870968544324846,12,16,2.6880440711975098
confounder-8x3,4000,6,3,latent_warmstart,0.014829276289823667,16,16,2.640458345413208
confounder-8x3,4000,6,4,latent_random,0.012667648125074038,14,16,2.657325267791748
confounder-8x3,4000,6,4,latent_warmstart,0.014809866621737555,16,16,2.6395983695983887
confounder-8x3,4000,7,0,obs_only_dagma,0.668187083155928,nan,16,3.6105334758758545
confounder-8x3,4000,7,0,latent_random,0.006214429917605457,nan,16,2.5928573608398438
confounder-8x3,4000,7,0,latent_warmstart,0.006214429917605457,nan,16,2.6092910766601562
confounder-8x3,4000,7,1,latent_random,0.005873731565902318,nan,16,2.640528917312622
confounder-8x3,4000,7,1,latent_warmstart,0.00450672943834185,nan,16,2.6256215572357178
confounder-8x3,4000,7,2,latent_random,0.004947380691199044,nan,16,2.655431032180786
confounder-8x3,4000,7,2,latent_warmstart,0.006793316723385345,nan,16,2.731322765350342
confounder-8x3,4000,7,3,latent_random,0.006097551666938372,13,16,2.8084187507629395
confounder-8x3,4000,7,3,latent_warmstart,0.005635706620982006,16,16,2.705845832824707
confounder-8x3,4000,7,4,latent_random,0.006189057658119168,14,16,2.7229998111724854
confounder-8x3,4000,7,4,latent_warmstart,0.003691464343619444,16,16,2.67250394821167
confounder-8x3,4000,8,0,obs_only_dagma,0.7657856790881201,nan,16,2.9374918937683105
confounder-8x3,4000,8,0,latent_random,0.005104383828474113,nan,16,2.656247615814209
confounder-8x3,4000,8,0,latent_warmstart,0.005104383828474113,nan,16,2.749382972717285
confounder-8x3,4000,8,1,latent_random,0.00732458663548563,nan,16,2.7190499305725098
confounder-8x3,4000,8,1,latent_warmstart,0.019334995328609494,nan,16,2.8293979167938232
confounder-8x3,4000,8,2,latent_random,0.010400284804255477,nan,16,2.80161714553833
confounder-8x3,4000,8,2,latent_warmstart,0.006521966400470092,nan,16,2.656195640563965
confounder-8x3,4000,8,3,latent_random,0.009779809557493024,15,16,2.7598843574523926
confounder-8x3,4000,8,3,latent_warmstart,0.007540799093716188,16,16,2.686269998550415
confounder-8x3,4000,8,4,latent_random,0.012168610198749263,13,16,2.6412036418914795
confounder-8x3,4000,8,4,latent_warmstart,0.008539056161474434,16,16,2.7816340923309326
confounder-8x3,4000,9,0,obs_only_dagma,0.9514922734690554,nan,16,3.1403777599334717
confounder-8x3,4000,9,0,latent_random,0.015060233476951623,nan,16,2.7032768726348877
confounder-8x3,4000,9,0,latent_warmstart,0.015060233476951623,nan,16,2.640693426132202
confounder-8x3,4000,9,1,latent_random,0.015111758359601879,nan,16,2.67421555519104
confounder-8x3,4000,9,1,latent_warmstart,0.009885030778162829,nan,16,2.7941720485687256
confounder-8x3,4000,9,2,latent_random,0.011144391262346787,nan,16,2.7203803062438965
confounder-8x3,4000,9,2,latent_warmstart,0.007840912918254617,nan,16,2.7507028579711914
confounder-8x3,4000,9,3,latent_random,0.011886709001100115,12,16,2.732510566711426
confounder-8x3,4000,9,3,latent_warmstart,0.008304011714789894,16,16,2.6559431552886963
confounder-8x3,4000,9,4,latent_random,0.010688789073450167,16,16,2.675827980041504
confounder-8x3,4000,9,4,latent_warmstart,0.009041884791544774,16,16,2.618600606918335
