network,n_train,seed,p_h_fit,method,kl_test,latent_recov,n_confounded,fit_time_sec
mediator-9x2,500,0,0,obs_only_dagma,0.6692501712685583,nan,6,2.1700246334075928
mediator-9x2,500,0,0,latent_random,0.07015391462674181,nan,6,2.545051097869873
mediator-9x2,500,0,0,latent_warmstart,0.07015391462674181,nan,6,2.51824951171875
mediator-9x2,500,0,1,latent_random,0.07506972834319292,nan,6,2.578105926513672
mediator-9x2,500,0,1,latent_warmstart,0.10360978573603852,nan,6,2.575920343399048
mediator-9x2,500,0,2,latent_random,0.07090180440883564,1,6,2.624640703201294
mediator-9x2,500,0,2,latent_warmstart,0.12950073650968363,6,6,2.6371235847473145
mediator-9x2,500,0,3,latent_random,0.06415213296579658,1,6,2.7599618434906006
mediator-9x2,500,0,3,latent_warmstart,0.10067064165234108,6,6,2.608506441116333
mediator-9x2,500,0,4,latent_random,0.06492579678083565,3,6,2.6620144844055176
mediator-9x2,500,0,4,latent_warmstart,0.07527277100347085,6,6,2.6791799068450928
mediator-9x2,500,1,0,obs_only_dagma,0.4211012859186809,nan,6,1.0124099254608154
mediator-9x2,500,1,0,latent_random,0.07353339513925583,nan,6,2.648313522338867
mediator-9x2,500,1,0,latent_warmstart,0.07353339513925583,nan,6,2.7023327350616455
mediator-9x2,500,1,1,latent_random,0.07078262418506043,nan,6,2.650007486343384
mediator-9x2,500,1,1,latent_warmstart,0.09122164015480116,nan,6,2.701014518737793
mediator-9x2,500,1,2,latent_random,0.07347761149492094,2,6,2.930372714996338
mediator-9x2,500,1,2,latent_warmstart,0.11369916483424625,6,6,2.670696973800659
mediator-9x2,500,1,3,latent_random,0.07418808570688817,0,6,2.6615498065948486
mediator-9x2,500,1,3,latent_warmstart,0.10392889728992571,6,6,2.6177728176116943
mediator-9x2,500,1,4,latent_random,0.0755807402164006,4,6,2.59995698928833
mediator-9x2,500,1,4,latent_warmstart,0.12560294380231163,6,6,2.678009510040283
mediator-9x2,500,2,0,obs_only_dagma,0.5238457951031137,nan,6,1.0462555885314941
mediator-9x2,500,2,0,latent_random,0.07383254993491128,nan,6,2.641291618347168
mediator-9x2,500,2,0,latent_warmstart,0.07383254993491128,nan,6,2.6301400661468506
mediator-9x2,500,2,1,latent_random,0.07408941913242906,nan,6,2.7021048069000244
mediator-9x2,500,2,1,latent_warmstart,0.1284386065052665,nan,6,2.722228527069092
mediator-9x2,500,2,2,latent_random,0.06835534310439684,4,6,2.7164835929870605
mediator-9x2,500,2,2,latent_warmstart,0.11162936553935587,6,6,2.7030739784240723
mediator-9x2,500,2,3,latent_random,0.10435553056465352,3,6,2.645083427429199
mediator-9x2,500,2,3,latent_warmstart,0.11427909453086116,6,6,2.669556140899658
mediator-9x2,500,2,4,latent_random,0.07025704868161498,1,6,2.724562168121338
mediator-9x2,500,2,4,latent_warmstart,0.09809595310294306,6,6,2.6423604488372803
mediator-9x2,500,3,0,obs_only_dagma,0.46633030655764074,nan,6,1.0535597801208496
mediator-9x2,500,3,0,latent_random,0.04607835671952998,nan,6,2.669421911239624
mediator-9x2,500,3,0,latent_warmstart,0.04607835671952998,nan,6,2.7353978157043457
mediator-9x2,500,3,1,latent_random,0.04616179804465226,nan,6,2.6614768505096436
mediator-9x2,500,3,1,latent_warmstart,0.0837935407153072,nan,6,2.6411116123199463
mediator-9x2,500,3,2,latent_random,0.061925435036984666,4,6,2.668365955352783
mediator-9x2,500,3,2,latent_warmstart,0.07950766683898358,6,6,2.6651241779327393
mediator-9x2,500,3,3,latent_random,0.05278556507543897,0,6,2.6106433868408203
mediator-9x2,500,3,3,latent_warmstart,0.0867139794728633,6,6,2.653393507003784
mediator-9x2,500,3,4,latent_random,0.04783889564853716,2,6,2.7306787967681885
mediator-9x2,500,3,4,latent_warmstart,0.0755013952812238,6,6,2.649580955505371
mediator-9x2,500,4,0,obs_only_dagma,0.5582121196063294,nan,6,1.1174471378326416
mediator-9x2,500,4,0,latent_random,0.06852332273289008,nan,6,2.609565258026123
mediator-9x2,500,4,0,latent_warmstart,0.06852332273289008,nan,6,2.621307134628296
mediator-9x2,500,4,1,latent_random,0.05815473179331221,nan,6,2.649897813796997
mediator-9x2,500,4,1,latent_warmstart,0.1394814830994875,nan,6,2.628570556640625
mediator-9x2,500,4,2,latent_random,0.08561738355416715,6,6,2.6634879112243652
mediator-9x2,500,4,2,latent_warmstart,0.10552573606249638,6,6,2.7026054859161377
mediator-9x2,500,4,3,latent_random,0.06901080269657456,2,6,2.6610913276672363
mediator-9x2,500,4,3,latent_warmstart,0.0882847800118558,6,6,2.6551194190979004
mediator-9x2,500,4,4,latent_random,0.06162293364201865,3,6,2.7218215465545654
mediator-9x2,500,4,4,latent_warmstart,0.09061534148474415,6,6,2.6719329357147217
mediator-9x2,500,5,0,obs_only_dagma,0.6019408424240176,nan,6,1.028562068939209
mediator-9x2,500,5,0,latent_random,0.055993959923087644,nan,6,2.645948648452759
mediator-9x2,500,5,0,latent_warmstart,0.055993959923087644,nan,6,2.680297374725342
mediator-9x2,500,5,1,latent_random,0.06372526071173645,nan,6,2.6844582557678223
mediator-9x2,500,5,1,latent_warmstart,0.06069310158574304,nan,6,2.7792205810546875
mediator-9x2,500,5,2,latent_random,0.05799112027918696,0,6,2.839876413345337
mediator-9x2,500,5,2,latent_warmstart,0.07585435763534498,6,6,3.2652289867401123
mediator-9x2,500,5,3,latent_random,0.05142743438057629,1,6,2.8593451976776123
mediator-9x2,500,5,3,latent_warmstart,0.06169290087825985,6,6,2.6873505115509033
mediator-9x2,500,5,4,latent_random,0.055556416446540524,2,6,2.734325408935547
mediator-9x2,500,5,4,latent_warmstart,0.07074486127689461,6,6,2.688690185546875
mediator-9x2,500,6,0,obs_only_dagma,0.49187094127946906,nan,6,1.0146749019622803
mediator-9x2,500,6,0,latent_random,0.07735814549705822,nan,6,2.7038090229034424
mediator-9x2,500,6,0,latent_warmstart,0.07735814549705822,nan,6,2.6870346069335938
mediator-9x2,500,6,1,latent_random,0.0749769630295134,nan,6,2.6874167919158936
mediator-9x2,500,6,1,latent_warmstart,0.0874449809886535,nan,6,2.671501874923706
mediator-9x2,500,6,2,latent_random,0.0870123729326604,2,6,2.687572956085205
mediator-9x2,500,6,2,latent_warmstart,0.0927965811564544,6,6,2.7817318439483643
mediator-9x2,500,6,3,latent_random,0.07189659921643177,3,6,2.6562063694000244
mediator-9x2,500,6,3,latent_warmstart,0.08124760232444572,6,6,2.6718029975891113
mediator-9x2,500,6,4,latent_random,0.08103564156937537,6,6,2.7184560298919678
mediator-9x2,500,6,4,latent_warmstart,0.08817779967490935,6,6,2.6740949153900146
mediator-9x2,500,7,0,obs_only_dagma,0.41206646245030143,nan,6,0.9947996139526367
mediator-9x2,500,7,0,latent_random,0.06704713996940548,nan,6,2.624500036239624
mediator-9x2,500,7,0,latent_warmstart,0.06704713996940548,nan,6,2.6443257331848145
mediator-9x2,500,7,1,latent_random,0.0673958849705496,nan,6,2.750577449798584
mediator-9x2,500,7,1,latent_warmstart,0.06674605438121084,nan,6,2.8715686798095703
mediator-9x2,500,7,2,latent_random,0.06251652788669304,2,6,2.753150701522827
mediator-9x2,500,7,2,latent_warmstart,0.08387180601861033,6,6,2.761888265609741
mediator-9x2,500,7,3,latent_random,0.05421425160538362,1,6,2.7347395420074463
mediator-9x2,500,7,3,latent_warmstart,0.08097799142330331,6,6,2.6633238792419434
mediator-9x2,500,7,4,latent_random,0.05871919457725028,6,6,2.746946334838867
mediator-9x2,500,7,4,latent_warmstart,0.07786005922562467,6,6,2.6988637447357178
mediator-9x2,500,8,0,obs_only_dagma,0.36870358738413067,nan,6,1.0318236351013184
mediator-9x2,500,8,0,latent_random,0.06845605293142043,nan,6,2.71813702583313
mediator-9x2,500,8,0,latent_warmstart,0.06845605293142043,nan,6,2.703191041946411
mediator-9x2,500,8,1,latent_random,0.06996141123269517,nan,6,2.844465970993042
mediator-9x2,500,8,1,latent_warmstart,0.08215573399038334,nan,6,2.6557323932647705
mediator-9x2,500,8,2,latent_random,0.0632522645406759,0,6,2.7500414848327637
mediator-9x2,500,8,2,latent_warmstart,0.08064461237670884,6,6,2.672020673751831
mediator-9x2,500,8,3,latent_random,0.05784767829633175,6,6,2.769558906555176
mediator-9x2,500,8,3,latent_warmstart,0.09295616366498294,6,6,2.6717262268066406
mediator-9x2,500,8,4,latent_random,0.06107250684181231,4,6,2.667471408843994
mediator-9x2,500,8,4,latent_warmstart,0.07837909666771203,6,6,2.687354326248169
mediator-9x2,500,9,0,obs_only_dagma,0.4323489042692703,nan,6,1.031787633895874
mediator-9x2,500,9,0,latent_random,0.05753421153931626,nan,6,2.703221082687378
mediator-9x2,500,9,0,latent_warmstart,0.05753421153931626,nan,6,2.6436526775360107
mediator-9x2,500,9,1,latent_random,0.05646010577892291,nan,6,2.6525840759277344
mediator-9x2,500,9,1,latent_warmstart,0.07379638621699414,nan,6,2.8347160816192627
mediator-9x2,500,9,2,latent_random,0.05553123306983032,1,6,2.790242910385132
mediator-9x2,500,9,2,latent_warmstart,0.08304353699815614,6,6,2.702094793319702
mediator-9x2,500,9,3,latent_random,0.05523645786423259,2,6,2.997042179107666
mediator-9x2,500,9,3,latent_warmstart,0.0734546543098773,6,6,2.9421417713165283
mediator-9x2,500,9,4,latent_random,0.06367220148147901,0,6,2.8456287384033203
mediator-9x2,500,9,4,latent_warmstart,0.09367897224473332,6,6,2.7133586406707764
mediator-9x2,1000,0,0,obs_only_dagma,0.6233912383115783,nan,6,2.225565195083618
mediator-9x2,1000,0,0,latent_random,0.06236976139443584,nan,6,2.708925247192383
mediator-9x2,1000,0,0,latent_warmstart,0.06236976139443584,nan,6,2.7727253437042236
mediator-9x2,1000,0,1,latent_random,0.06525827282507102,nan,6,2.7092912197113037
mediator-9x2,1000,0,1,latent_warmstart,0.10224113467890561,nan,6,2.868497610092163
mediator-9x2,1000,0,2,latent_random,0.05542273106148521,0,6,2.671924591064453
mediator-9x2,1000,0,2,latent_warmstart,0.0910767922852731,6,6,2.696213483810425
mediator-9x2,1000,0,3,latent_random,0.05859043456612767,0,6,2.7723376750946045
mediator-9x2,1000,0,3,latent_warmstart,0.08607418721096316,6,6,2.715749740600586
mediator-9x2,1000,0,4,latent_random,0.04231589766618171,3,6,2.6608083248138428
mediator-9x2,1000,0,4,latent_warmstart,0.10667347127402316,6,6,2.6771957874298096
mediator-9x2,1000,1,0,obs_only_dagma,0.3928935034601615,nan,6,2.0840952396392822
mediator-9x2,1000,1,0,latent_random,0.04487066356995939,nan,6,2.7096524238586426
mediator-9x2,1000,1,0,latent_warmstart,0.04487066356995939,nan,6,2.6523494720458984
mediator-9x2,1000,1,1,latent_random,0.04826487686526093,nan,6,2.7516658306121826
mediator-9x2,1000,1,1,latent_warmstart,0.06378996442811236,nan,6,2.712754487991333
mediator-9x2,1000,1,2,latent_random,0.045440359199748315,2,6,2.7687129974365234
mediator-9x2,1000,1,2,latent_warmstart,0.07528098619886059,6,6,2.688239336013794
mediator-9x2,1000,1,3,latent_random,0.04660155286502743,1,6,2.6800124645233154
mediator-9x2,1000,1,3,latent_warmstart,0.0741180937243211,6,6,2.661351203918457
mediator-9x2,1000,1,4,latent_random,0.043447048415016454,4,6,2.7183239459991455
mediator-9x2,1000,1,4,latent_warmstart,0.08464146064032008,6,6,2.638449192047119
mediator-9x2,1000,2,0,obs_only_dagma,0.45101769233650124,nan,6,2.1227872371673584
mediator-9x2,1000,2,0,latent_random,0.038787391551348804,nan,6,2.6127116680145264
mediator-9x2,1000,2,0,latent_warmstart,0.038787391551348804,nan,6,2.691488027572632
mediator-9x2,1000,2,1,latent_random,0.04065261721741997,nan,6,2.8019371032714844
mediator-9x2,1000,2,1,latent_warmstart,0.07826397912157823,nan,6,2.7053143978118896
mediator-9x2,1000,2,2,latent_random,0.036119052059159884,6,6,2.672193765640259
mediator-9x2,1000,2,2,latent_warmstart,0.06018888847379422,6,6,2.762244939804077
mediator-9x2,1000,2,3,latent_random,0.034533788083948025,1,6,2.647104263305664
mediator-9x2,1000,2,3,latent_warmstart,0.08303727583578535,6,6,2.6304051876068115
mediator-9x2,1000,2,4,latent_random,0.03684484879305927,3,6,2.6818838119506836
mediator-9x2,1000,2,4,latent_warmstart,0.06134075403715045,6,6,2.6877598762512207
mediator-9x2,1000,3,0,obs_only_dagma,0.45559872341548946,nan,6,2.2649312019348145
mediator-9x2,1000,3,0,latent_random,0.03855495704532075,nan,6,2.782255172729492
mediator-9x2,1000,3,0,latent_warmstart,0.03855495704532075,nan,6,2.6929924488067627
mediator-9x2,1000,3,1,latent_random,0.04153159397452555,nan,6,2.651024341583252
mediator-9x2,1000,3,1,latent_warmstart,0.06242026104574627,nan,6,2.666123151779175
mediator-9x2,1000,3,2,latent_random,0.055094758586289316,4,6,2.694373846054077
mediator-9x2,1000,3,2,latent_warmstart,0.06796185346455097,6,6,2.695598840713501
mediator-9x2,1000,3,3,latent_random,0.04553756816873822,0,6,2.63258695602417
mediator-9x2,1000,3,3,latent_warmstart,0.06408732959422636,6,6,2.7231764793395996
mediator-9x2,1000,3,4,latent_random,0.04123219209582274,2,6,2.6866748332977295
mediator-9x2,1000,3,4,latent_warmstart,0.07609805865013719,6,6,2.822544574737549
mediator-9x2,1000,4,0,obs_only_dagma,0.49857203379037074,nan,6,2.203423023223877
mediator-9x2,1000,4,0,latent_random,0.03253342900569578,nan,6,2.71420955657959
mediator-9x2,1000,4,0,latent_warmstart,0.03253342900569578,nan,6,2.6707701683044434
mediator-9x2,1000,4,1,latent_random,0.032591294726634246,nan,6,2.645824909210205
mediator-9x2,1000,4,1,latent_warmstart,0.06105130209243548,nan,6,2.6569530963897705
mediator-9x2,1000,4,2,latent_random,0.03794606172728798,5,6,2.6719722747802734
mediator-9x2,1000,4,2,latent_warmstart,0.04957604689086459,6,6,2.7210891246795654
mediator-9x2,1000,4,3,latent_random,0.0325827907915226,2,6,2.6736888885498047
mediator-9x2,1000,4,3,latent_warmstart,0.07220867892397287,6,6,2.769043207168579
mediator-9x2,1000,4,4,latent_random,0.03337930089118046,3,6,2.722205638885498
mediator-9x2,1000,4,4,latent_warmstart,0.04079979799513822,6,6,2.698448419570923
mediator-9x2,1000,5,0,obs_only_dagma,0.559530285040239,nan,6,2.0424654483795166
mediator-9x2,1000,5,0,latent_random,0.050768320181907356,nan,6,2.630361557006836
mediator-9x2,1000,5,0,latent_warmstart,0.050768320181907356,nan,6,2.6755454540252686
mediator-9x2,1000,5,1,latent_random,0.05857578634820193,nan,6,2.691889524459839
mediator-9x2,1000,5,1,latent_warmstart,0.06533227570735889,nan,6,2.6554603576660156
mediator-9x2,1000,5,2,latent_random,0.04832777733859572,0,6,2.6587507724761963
mediator-9x2,1000,5,2,latent_warmstart,0.07318892363253582,6,6,2.690293788909912
mediator-9x2,1000,5,3,latent_random,0.05109857308084287,1,6,2.6206817626953125
mediator-9x2,1000,5,3,latent_warmstart,0.06891838914759241,6,6,2.6603152751922607
mediator-9x2,1000,5,4,latent_random,0.04957083295594522,3,6,2.684187650680542
mediator-9x2,1000,5,4,latent_warmstart,0.0673962565883528,4,6,2.6814000606536865
mediator-9x2,1000,6,0,obs_only_dagma,0.4769227347272924,nan,6,2.0776002407073975
mediator-9x2,1000,6,0,latent_random,0.06576727743591704,nan,6,2.625439167022705
mediator-9x2,1000,6,0,latent_warmstart,0.06576727743591704,nan,6,2.5990347862243652
mediator-9x2,1000,6,1,latent_random,0.06664324076058392,nan,6,2.6405651569366455
mediator-9x2,1000,6,1,latent_warmstart,0.06040722502104501,nan,6,2.6924469470977783
mediator-9x2,1000,6,2,latent_random,0.07011393169052305,4,6,2.6886398792266846
mediator-9x2,1000,6,2,latent_warmstart,0.07387906963296942,6,6,2.6295809745788574
mediator-9x2,1000,6,3,latent_random,0.06308362603880902,3,6,2.6563642024993896
mediator-9x2,1000,6,3,latent_warmstart,0.08038761446143106,6,6,2.670686960220337
mediator-9x2,1000,6,4,latent_random,0.07835220090383466,6,6,2.6414811611175537
mediator-9x2,1000,6,4,latent_warmstart,0.0715035411814231,6,6,2.640662670135498
mediator-9x2,1000,7,0,obs_only_dagma,0.3831937665936014,nan,6,2.150710105895996
mediator-9x2,1000,7,0,latent_random,0.03630565796992968,nan,6,2.6059365272521973
mediator-9x2,1000,7,0,latent_warmstart,0.03630565796992968,nan,6,2.649696111679077
mediator-9x2,1000,7,1,latent_random,0.03706690003638258,nan,6,2.703432321548462
mediator-9x2,1000,7,1,latent_warmstart,0.05463974432448104,nan,6,2.6083669662475586
mediator-9x2,1000,7,2,latent_random,0.03209137158056308,2,6,2.605146646499634
mediator-9x2,1000,7,2,latent_warmstart,0.04966736633466873,6,6,2.646862030029297
mediator-9x2,1000,7,3,latent_random,0.029042753804183974,1,6,2.618107318878174
mediator-9x2,1000,7,3,latent_warmstart,0.06010195020419218,6,6,2.6520943641662598
mediator-9x2,1000,7,4,latent_random,0.033625917284267004,6,6,2.6191070079803467
mediator-9x2,1000,7,4,latent_warmstart,0.0546519901351914,6,6,2.687134027481079
mediator-9x2,1000,8,0,obs_only_dagma,0.3684246779103493,nan,6,2.098869800567627
mediator-9x2,1000,8,0,latent_random,0.05039260024502745,nan,6,2.7014529705047607
mediator-9x2,1000,8,0,latent_warmstart,0.05039260024502745,nan,6,2.6505990028381348
mediator-9x2,1000,8,1,latent_random,0.05179499720341951,nan,6,2.605081081390381
mediator-9x2,1000,8,1,latent_warmstart,0.06405850439305816,nan,6,2.6274707317352295
mediator-9x2,1000,8,2,latent_random,0.04326609634090772,0,6,2.6784982681274414
mediator-9x2,1000,8,2,latent_warmstart,0.06896293229598349,6,6,2.638855218887329
mediator-9x2,1000,8,3,latent_random,0.03559596970592693,5,6,2.6067447662353516
mediator-9x2,1000,8,3,latent_warmstart,0.0634051138220233,6,6,2.6253674030303955
mediator-9x2,1000,8,4,latent_random,0.05538409938995237,2,6,2.641368865966797
mediator-9x2,1000,8,4,latent_warmstart,0.062070788366938245,6,6,2.7559614181518555
mediator-9x2,1000,9,0,obs_only_dagma,0.4265338817967379,nan,6,2.0396759510040283
mediator-9x2,1000,9,0,latent_random,0.04413018659860768,nan,6,2.62620210647583
mediator-9x2,1000,9,0,latent_warmstart,0.04413018659860768,nan,6,2.5760257244110107
mediator-9x2,1000,9,1,latent_random,0.03872246679305569,nan,6,2.624830484390259
mediator-9x2,1000,9,1,latent_warmstart,0.06495512412130644,nan,6,2.579437732696533
mediator-9x2,1000,9,2,latent_random,0.043216740962321865,1,6,2.6548545360565186
mediator-9x2,1000,9,2,latent_warmstart,0.06335591190665468,6,6,2.6213457584381104
mediator-9x2,1000,9,3,latent_random,0.036628920546155186,0,6,2.5988712310791016
mediator-9x2,1000,9,3,latent_warmstart,0.058721423468941936,6,6,2.724705219268799
mediator-9x2,1000,9,4,latent_random,0.04421852001460991,0,6,2.6334941387176514
mediator-9x2,1000,9,4,latent_warmstart,0.05333596216279446,6,6,2.6262402534484863
mediator-9x2,2000,0,0,obs_only_dagma,0.6400312535738006,nan,6,2.358957529067993
mediator-9x2,2000,0,0,latent_random,0.0461206631648885,nan,6,2.6004199981689453
mediator-9x2,2000,0,0,latent_warmstart,0.0461206631648885,nan,6,2.636463165283203
mediator-9x2,2000,0,1,latent_random,0.04935817239331186,nan,6,2.6682121753692627
mediator-9x2,2000,0,1,latent_warmstart,0.09759686561051772,nan,6,2.6569831371307373
mediator-9x2,2000,0,2,latent_random,0.04372169901141376,1,6,2.708921194076538
mediator-9x2,2000,0,2,latent_warmstart,0.05131350221526887,6,6,2.7435317039489746
mediator-9x2,2000,0,3,latent_random,0.04906077476449511,0,6,2.6568167209625244
mediator-9x2,2000,0,3,latent_warmstart,0.08297157916023856,6,6,2.6626341342926025
mediator-9x2,2000,0,4,latent_random,0.031457115025473215,3,6,2.6403162479400635
mediator-9x2,2000,0,4,latent_warmstart,0.05350931590759167,6,6,2.619056463241577
mediator-9x2,2000,1,0,obs_only_dagma,0.36883745260818124,nan,6,2.2128751277923584
mediator-9x2,2000,1,0,latent_random,0.027185800949288463,nan,6,2.5651893615722656
mediator-9x2,2000,1,0,latent_warmstart,0.027185800949288463,nan,6,2.6135244369506836
mediator-9x2,2000,1,1,latent_random,0.02876332105516255,nan,6,2.6258044242858887
mediator-9x2,2000,1,1,latent_warmstart,0.04169207514628326,nan,6,2.7567548751831055
mediator-9x2,2000,1,2,latent_random,0.028900218870120398,2,6,2.676231622695923
mediator-9x2,2000,1,2,latent_warmstart,0.05480156782651058,6,6,2.6570117473602295
mediator-9x2,2000,1,3,latent_random,0.027861572219862296,0,6,2.6392641067504883
mediator-9x2,2000,1,3,latent_warmstart,0.04466888357219645,6,6,2.6249167919158936
mediator-9x2,2000,1,4,latent_random,0.028347748757296287,4,6,2.6768646240234375
mediator-9x2,2000,1,4,latent_warmstart,0.06660890282229204,6,6,2.6672022342681885
mediator-9x2,2000,2,0,obs_only_dagma,0.4344867997703492,nan,6,2.234281301498413
mediator-9x2,2000,2,0,latent_random,0.030768858339534688,nan,6,2.6369402408599854
mediator-9x2,2000,2,0,latent_warmstart,0.030768858339534688,nan,6,2.6504790782928467
mediator-9x2,2000,2,1,latent_random,0.03233016516979248,nan,6,2.7442595958709717
mediator-9x2,2000,2,1,latent_warmstart,0.08325820481157464,nan,6,2.68961238861084
mediator-9x2,2000,2,2,latent_random,0.028774781904282065,4,6,2.6361875534057617
mediator-9x2,2000,2,2,latent_warmstart,0.07886586412072027,6,6,2.627556562423706
mediator-9x2,2000,2,3,latent_random,0.028171298392081212,2,6,2.6403651237487793
mediator-9x2,2000,2,3,latent_warmstart,0.07332714612561553,6,6,2.6554737091064453
mediator-9x2,2000,2,4,latent_random,0.02811404728129574,1,6,2.6874473094940186
mediator-9x2,2000,2,4,latent_warmstart,0.06486045971547583,6,6,2.645326614379883
mediator-9x2,2000,3,0,obs_only_dagma,0.42722222935347354,nan,6,2.1673128604888916
mediator-9x2,2000,3,0,latent_random,0.02349986503424617,nan,6,2.7262940406799316
mediator-9x2,2000,3,0,latent_warmstart,0.02349986503424617,nan,6,2.626713752746582
mediator-9x2,2000,3,1,latent_random,0.022924168132181677,nan,6,2.584904909133911
mediator-9x2,2000,3,1,latent_warmstart,0.04417217888796898,nan,6,2.6252598762512207
mediator-9x2,2000,3,2,latent_random,0.04005920473401048,3,6,2.625112533569336
mediator-9x2,2000,3,2,latent_warmstart,0.05685710394824284,6,6,2.6406373977661133
mediator-9x2,2000,3,3,latent_random,0.027990781659001485,0,6,2.645129442214966
mediator-9x2,2000,3,3,latent_warmstart,0.06612507685494329,6,6,2.6353507041931152
mediator-9x2,2000,3,4,latent_random,0.02461291103580443,2,6,2.641592502593994
mediator-9x2,2000,3,4,latent_warmstart,0.03559791227603881,6,6,2.7346749305725098
mediator-9x2,2000,4,0,obs_only_dagma,0.523788020931395,nan,6,2.2645697593688965
mediator-9x2,2000,4,0,latent_random,0.026436841644068565,nan,6,2.6091644763946533
mediator-9x2,2000,4,0,latent_warmstart,0.026436841644068565,nan,6,2.6965768337249756
mediator-9x2,2000,4,1,latent_random,0.02783547915931983,nan,6,2.6666412353515625
mediator-9x2,2000,4,1,latent_warmstart,0.09094853982911566,nan,6,2.6393837928771973
mediator-9x2,2000,4,2,latent_random,0.05488270041629839,3,6,2.6261329650878906
mediator-9x2,2000,4,2,latent_warmstart,0.046327049622391314,6,6,2.625582456588745
mediator-9x2,2000,4,3,latent_random,0.03175161856036368,0,6,2.6193995475769043
mediator-9x2,2000,4,3,latent_warmstart,0.05518420282598946,6,6,2.755171537399292
mediator-9x2,2000,4,4,latent_random,0.029990084393585192,3,6,2.6304283142089844
mediator-9x2,2000,4,4,latent_warmstart,0.0519378565471218,6,6,2.6503255367279053
mediator-9x2,2000,5,0,obs_only_dagma,0.47932032360171917,nan,6,2.299259662628174
mediator-9x2,2000,5,0,latent_random,0.02362130294361542,nan,6,2.609299659729004
mediator-9x2,2000,5,0,latent_warmstart,0.02362130294361542,nan,6,2.609247922897339
mediator-9x2,2000,5,1,latent_random,0.025943174008274283,nan,6,2.6888442039489746
mediator-9x2,2000,5,1,latent_warmstart,0.05021183122567585,nan,6,2.623260259628296
mediator-9x2,2000,5,2,latent_random,0.027528545204978272,0,6,2.6100027561187744
mediator-9x2,2000,5,2,latent_warmstart,0.04808130648598308,6,6,2.6865134239196777
mediator-9x2,2000,5,3,latent_random,0.029159147523341034,1,6,2.609461545944214
mediator-9x2,2000,5,3,latent_warmstart,0.04154908653508471,6,6,2.625643014907837
mediator-9x2,2000,5,4,latent_random,0.03256629052770421,3,6,2.6249845027923584
mediator-9x2,2000,5,4,latent_warmstart,0.056567391108570675,6,6,2.6315481662750244
mediator-9x2,2000,6,0,obs_only_dagma,0.5872618071594609,nan,6,2.1805102825164795
mediator-9x2,2000,6,0,latent_random,0.05269286540389295,nan,6,2.5944488048553467
mediator-9x2,2000,6,0,latent_warmstart,0.05269286540389295,nan,6,2.6198792457580566
mediator-9x2,2000,6,1,latent_random,0.05431171811639679,nan,6,2.6451566219329834
mediator-9x2,2000,6,1,latent_warmstart,0.08603588524017702,nan,6,2.7505481243133545
mediator-9x2,2000,6,2,latent_random,0.05621119944971831,2,6,2.6326515674591064
mediator-9x2,2000,6,2,latent_warmstart,0.06842350545104914,6,6,2.65328311920166
mediator-9x2,2000,6,3,latent_random,0.05219499825664364,3,6,2.6429128646850586
mediator-9x2,2000,6,3,latent_warmstart,0.07110539440696861,6,6,2.6285173892974854
mediator-9x2,2000,6,4,latent_random,0.05852638213146122,6,6,2.676403284072876
mediator-9x2,2000,6,4,latent_warmstart,0.07311141977353763,6,6,2.651502847671509
mediator-9x2,2000,7,0,obs_only_dagma,0.3829324769803364,nan,6,2.3461427688598633
mediator-9x2,2000,7,0,latent_random,0.021192474235720127,nan,6,2.6725757122039795
mediator-9x2,2000,7,0,latent_warmstart,0.021192474235720127,nan,6,2.7964346408843994
mediator-9x2,2000,7,1,latent_random,0.021185441478120737,nan,6,2.6577796936035156
mediator-9x2,2000,7,1,latent_warmstart,0.03812359031086743,nan,6,2.7057888507843018
mediator-9x2,2000,7,2,latent_random,0.019997382934478836,2,6,2.715729236602783
mediator-9x2,2000,7,2,latent_warmstart,0.03538197997058745,6,6,2.7457427978515625
mediator-9x2,2000,7,3,latent_random,0.018104533847569826,1,6,2.7999136447906494
mediator-9x2,2000,7,3,latent_warmstart,0.03445951554026827,6,6,2.7342355251312256
mediator-9x2,2000,7,4,latent_random,0.01974898632493094,6,6,2.688558578491211
mediator-9x2,2000,7,4,latent_warmstart,0.04116494740429388,6,6,2.655189037322998
mediator-9x2,2000,8,0,obs_only_dagma,0.3470357214542634,nan,6,2.5466949939727783
mediator-9x2,2000,8,0,latent_random,0.03706681913540244,nan,6,2.6252291202545166
mediator-9x2,2000,8,0,latent_warmstart,0.03706681913540244,nan,6,2.6247408390045166
mediator-9x2,2000,8,1,latent_random,0.03959443613836733,nan,6,2.65631103515625
mediator-9x2,2000,8,1,latent_warmstart,0.06599553252755364,nan,6,2.6498358249664307
mediator-9x2,2000,8,2,latent_random,0.032227358400231054,0,6,2.6789565086364746
mediator-9x2,2000,8,2,latent_warmstart,0.058064169260571674,6,6,2.6462934017181396
mediator-9x2,2000,8,3,latent_random,0.0279616568111809,6,6,2.6504385471343994
mediator-9x2,2000,8,3,latent_warmstart,0.050839473642165345,6,6,2.7222681045532227
mediator-9x2,2000,8,4,latent_random,0.03933339978858186,4,6,2.867565155029297
mediator-9x2,2000,8,4,latent_warmstart,0.042216404674775276,6,6,2.645451068878174
mediator-9x2,2000,9,0,obs_only_dagma,0.4297986735124315,nan,6,2.2746639251708984
mediator-9x2,2000,9,0,latent_random,0.03447666975462482,nan,6,2.6386404037475586
